Date, Open, High, Low, Close
6/5/2020,3163.84,3211.72,3163.84,3193.93
6/4/2020,3111.56,3128.91,3090.41,3112.35
6/3/2020,3098.9,3130.94,3098.9,3122.87
6/2/2020,3064.78,3081.07,3051.64,3080.82
6/1/2020,3038.78,3062.18,3031.54,3055.73
5/29/2020,3025.17,3049.17,2998.61,3044.31
5/28/2020,3046.61,3068.67,3023.4,3029.73
5/27/2020,3015.65,3036.25,2969.75,3036.13
5/26/2020,3004.08,3021.72,2988.17,2991.77
5/22/2020,2948.05,2956.76,2933.59,2955.45
5/21/2020,2969.95,2978.5,2938.57,2948.51
5/20/2020,2953.63,2980.29,2953.63,2971.61
5/19/2020,2948.59,2964.21,2922.35,2922.94
5/18/2020,2913.86,2968.09,2913.86,2953.91
5/15/2020,2829.95,2865.01,2816.78,2863.7
5/14/2020,2794.54,2852.8,2766.64,2852.5
5/13/2020,2865.86,2874.14,2793.15,2820
5/12/2020,2939.5,2945.82,2869.59,2870.12
5/11/2020,2915.46,2944.25,2903.44,2930.32
5/8/2020,2908.83,2932.16,2902.88,2929.8
5/7/2020,2878.26,2901.92,2876.48,2881.19
5/6/2020,2883.14,2891.11,2847.65,2848.42
5/5/2020,2868.88,2898.23,2863.55,2868.44
5/4/2020,2815.01,2844.24,2797.85,2842.74
5/1/2020,2869.09,2869.09,2821.61,2830.71
4/30/2020,2930.91,2930.91,2892.47,2912.43
4/29/2020,2918.46,2954.86,2912.16,2939.51
4/28/2020,2909.96,2921.15,2860.71,2863.39
4/27/2020,2854.65,2887.72,2852.89,2878.48
4/24/2020,2812.64,2842.71,2791.76,2836.74
4/23/2020,2810.42,2844.9,2794.26,2797.8
4/22/2020,2787.89,2815.1,2775.95,2799.31
4/21/2020,2784.81,2785.54,2727.1,2736.56
4/20/2020,2845.62,2868.98,2820.43,2823.16
4/17/2020,2842.43,2879.22,2830.88,2874.56
4/16/2020,2799.34,2806.51,2764.32,2799.55
4/15/2020,2795.64,2801.88,2761.54,2783.36
4/14/2020,2805.1,2851.85,2805.1,2846.06
4/13/2020,2782.46,2782.46,2721.17,2761.63
4/9/2020,2776.99,2818.57,2762.36,2789.82
4/8/2020,2685,2760.75,2663.3,2749.98
4/7/2020,2738.65,2756.89,2657.67,2659.41
4/6/2020,2578.28,2676.85,2574.57,2663.68
4/3/2020,2514.92,2538.18,2459.96,2488.65
4/2/2020,2458.54,2533.22,2455.79,2526.9
4/1/2020,2498.08,2522.75,2447.49,2470.5
3/31/2020,2614.69,2641.39,2571.15,2584.59
3/30/2020,2558.98,2631.8,2545.28,2626.65
3/27/2020,2555.87,2615.91,2520.02,2541.47
3/26/2020,2501.29,2637.01,2500.72,2630.07
3/25/2020,2457.77,2571.42,2407.53,2475.56
3/24/2020,2344.44,2449.71,2344.44,2447.33
3/23/2020,2290.71,2300.73,2191.86,2237.4
3/20/2020,2431.94,2453.01,2295.56,2304.92
3/19/2020,2393.48,2466.97,2319.78,2409.39
3/18/2020,2436.5,2453.57,2280.52,2398.1
3/17/2020,2425.66,2553.93,2367.04,2529.19
3/16/2020,2508.59,2562.98,2380.94,2386.13
3/13/2020,2569.99,2711.33,2492.37,2711.02
3/12/2020,2630.86,2660.95,2478.86,2480.64
3/11/2020,2825.6,2825.6,2707.22,2741.38
3/10/2020,2813.48,2882.59,2734,2882.23
3/9/2020,2863.89,2863.89,2734.43,2746.56
3/6/2020,2954.2,2985.93,2901.54,2972.37
3/5/2020,3075.7,3083.04,2999.83,3023.94
3/4/2020,3045.75,3130.97,3034.38,3130.12
3/3/2020,3096.46,3136.72,2976.63,3003.37
3/2/2020,2974.28,3090.96,2945.19,3090.23
2/28/2020,2916.9,2959.72,2855.84,2954.22
2/27/2020,3062.54,3097.07,2977.39,2978.76
2/26/2020,3139.9,3182.51,3108.99,3116.39
2/25/2020,3238.94,3246.99,3118.77,3128.21
2/24/2020,3257.61,3259.81,3214.65,3225.89
2/21/2020,3360.5,3360.76,3328.45,3337.75
2/20/2020,3380.45,3389.15,3341.02,3373.23
2/19/2020,3380.39,3393.52,3378.83,3386.15
2/18/2020,3369.04,3375.01,3355.61,3370.29
2/14/2020,3378.08,3380.69,3366.15,3380.16
2/13/2020,3365.9,3385.09,3360.52,3373.94
2/12/2020,3370.5,3381.47,3369.72,3379.45
2/11/2020,3365.87,3375.63,3352.72,3357.75
2/10/2020,3318.28,3352.26,3317.77,3352.09
2/7/2020,3335.54,3341.42,3322.12,3327.71
2/6/2020,3344.92,3347.96,3334.39,3345.78
2/5/2020,3324.91,3337.58,3313.75,3334.69
2/4/2020,3280.61,3306.92,3280.61,3297.59
2/3/2020,3235.66,3268.44,3235.66,3248.92
1/31/2020,3282.33,3282.33,3214.68,3225.52
1/30/2020,3256.45,3285.91,3242.8,3283.66
1/29/2020,3289.46,3293.47,3271.89,3273.4
1/28/2020,3255.35,3285.78,3253.22,3276.24
1/27/2020,3247.16,3258.85,3234.5,3243.63
1/24/2020,3333.1,3333.18,3281.53,3295.47
1/23/2020,3315.77,3326.88,3301.87,3325.54
1/22/2020,3330.02,3337.77,3320.04,3321.75
1/21/2020,3321.03,3329.79,3316.61,3320.79
1/17/2020,3323.66,3329.88,3318.86,3329.62
1/16/2020,3302.97,3317.11,3302.82,3316.81
1/15/2020,3282.27,3298.66,3280.69,3289.29
1/14/2020,3285.35,3294.25,3277.19,3283.15
1/13/2020,3271.13,3288.13,3268.43,3288.13
1/10/2020,3281.81,3282.99,3260.86,3265.35
1/9/2020,3266.03,3275.58,3263.67,3274.7
1/8/2020,3238.59,3267.07,3236.67,3253.05
1/7/2020,3241.86,3244.91,3232.43,3237.18
1/6/2020,3217.55,3246.84,3214.64,3246.28
1/3/2020,3226.36,3246.15,3222.34,3234.85
1/2/2020,3244.67,3258.14,3235.53,3257.85
12/31/2019,3215.18,3231.72,3212.03,3230.78
12/30/2019,3240.09,3240.92,3216.57,3221.29
12/27/2019,3247.23,3247.93,3234.37,3240.02
12/26/2019,3227.2,3240.08,3227.2,3239.91
12/24/2019,3225.45,3226.43,3220.51,3223.38
12/23/2019,3226.05,3227.78,3222.3,3224.01
12/20/2019,3223.33,3225.65,3216.03,3221.22
12/19/2019,3192.32,3205.48,3192.32,3205.37
12/18/2019,3195.21,3198.48,3191.14,3191.14
12/17/2019,3195.4,3198.22,3191.03,3192.52
12/16/2019,3183.63,3197.71,3183.63,3191.45
12/13/2019,3166.65,3182.68,3156.51,3168.8
12/12/2019,3141.23,3176.28,3138.47,3168.57
12/11/2019,3135.75,3143.98,3133.21,3141.63
12/10/2019,3135.36,3142.12,3126.09,3132.52
12/9/2019,3141.86,3148.87,3135.46,3135.96
12/6/2019,3134.62,3150.6,3134.62,3145.91
12/5/2019,3119.21,3119.45,3103.76,3117.43
12/4/2019,3103.5,3119.38,3102.53,3112.76
12/3/2019,3087.41,3094.97,3070.33,3093.2
12/2/2019,3143.85,3144.31,3110.78,3113.87
11/29/2019,3147.18,3150.3,3139.34,3140.98
11/27/2019,3145.49,3154.26,3143.41,3153.63
11/26/2019,3134.85,3142.69,3131,3140.52
11/25/2019,3117.44,3133.83,3117.44,3133.64
11/22/2019,3111.41,3112.87,3099.26,3110.29
11/21/2019,3108.49,3110.11,3094.55,3103.54
11/20/2019,3114.66,3118.97,3091.41,3108.46
11/19/2019,3127.45,3127.64,3113.47,3120.18
11/18/2019,3117.91,3124.17,3112.06,3122.03
11/15/2019,3107.92,3120.46,3104.6,3120.46
11/14/2019,3090.75,3098.2,3083.26,3096.63
11/13/2019,3084.18,3098.06,3078.8,3094.04
11/12/2019,3089.28,3102.61,3084.73,3091.84
11/11/2019,3080.33,3088.33,3075.82,3087.01
11/8/2019,3081.25,3093.09,3073.58,3093.08
11/7/2019,3087.02,3097.77,3080.23,3085.18
11/6/2019,3075.1,3078.34,3065.89,3076.78
11/5/2019,3080.8,3083.95,3072.15,3074.62
11/4/2019,3078.96,3085.2,3074.87,3078.27
11/1/2019,3050.72,3066.95,3050.72,3066.91
10/31/2019,3046.9,3046.9,3023.19,3037.56
10/30/2019,3039.74,3050.1,3025.96,3046.77
10/29/2019,3035.39,3047.87,3034.81,3036.89
10/28/2019,3032.12,3044.08,3032.12,3039.42
10/25/2019,3003.32,3027.39,3001.94,3022.55
10/24/2019,3014.78,3016.07,3000.42,3010.29
10/23/2019,2994.01,3004.78,2991.21,3004.52
10/22/2019,3010.73,3014.57,2995.04,2995.99
10/21/2019,2996.48,3007.33,2995.35,3006.72
10/18/2019,2996.84,3000,2976.31,2986.2
10/17/2019,3000.77,3008.29,2991.79,2997.95
10/16/2019,2989.68,2997.54,2985.2,2989.69
10/15/2019,2973.61,3003.28,2973.61,2995.68
10/14/2019,2965.81,2972.84,2962.94,2966.15
10/11/2019,2963.07,2993.28,2963.07,2970.27
10/10/2019,2918.55,2948.46,2917.12,2938.13
10/9/2019,2911.1,2929.32,2907.41,2919.4
10/8/2019,2920.4,2925.47,2892.66,2893.06
10/7/2019,2944.23,2959.75,2935.68,2938.79
10/4/2019,2918.56,2953.74,2918.56,2952.01
10/3/2019,2885.38,2911.13,2855.94,2910.63
10/2/2019,2924.78,2924.78,2874.93,2887.61
10/1/2019,2983.69,2992.53,2938.7,2940.25
9/30/2019,2967.07,2983.85,2967.07,2976.74
9/27/2019,2985.47,2987.31,2945.53,2961.79
9/26/2019,2985.73,2987.28,2963.71,2977.62
9/25/2019,2968.35,2989.82,2952.86,2984.87
9/24/2019,3002.43,3007.98,2957.73,2966.6
9/23/2019,2983.5,2999.15,2982.23,2991.78
9/20/2019,3008.42,3016.37,2984.68,2992.07
9/19/2019,3010.36,3021.99,3003.16,3006.79
9/18/2019,3001.5,3007.83,2978.57,3006.73
9/17/2019,2995.67,3006.21,2993.73,3005.7
9/16/2019,2996.41,3002.19,2990.67,2997.96
9/13/2019,3012.21,3017.33,3002.9,3007.39
9/12/2019,3009.08,3020.74,3000.92,3009.57
9/11/2019,2981.41,3000.93,2975.31,3000.93
9/10/2019,2971.01,2979.39,2957.01,2979.39
9/9/2019,2988.43,2989.43,2969.39,2978.43
9/6/2019,2980.33,2985.03,2972.51,2978.71
9/5/2019,2960.6,2985.86,2960.6,2976
9/4/2019,2924.67,2938.84,2921.86,2937.78
9/3/2019,2909.01,2914.39,2891.85,2906.27
8/30/2019,2937.09,2940.43,2913.32,2926.46
8/29/2019,2910.37,2930.5,2905.67,2924.58
8/28/2019,2861.28,2890.03,2853.05,2887.94
8/27/2019,2893.14,2898.79,2860.59,2869.16
8/26/2019,2866.7,2879.27,2856,2878.38
8/23/2019,2911.07,2927.01,2834.97,2847.11
8/22/2019,2930.94,2939.08,2904.51,2922.95
8/21/2019,2922.04,2928.73,2917.91,2924.43
8/20/2019,2919.01,2923.63,2899.6,2900.51
8/19/2019,2913.48,2931,2913.48,2923.65
8/16/2019,2864.74,2893.63,2864.74,2888.68
8/15/2019,2846.2,2856.67,2825.51,2847.6
8/14/2019,2894.15,2894.15,2839.64,2840.6
8/13/2019,2880.72,2943.31,2877.05,2926.32
8/12/2019,2907.07,2907.58,2873.14,2883.75
8/9/2019,2930.51,2935.75,2900.15,2918.65
8/8/2019,2896.21,2938.72,2894.47,2938.09
8/7/2019,2858.65,2892.17,2825.71,2883.98
8/6/2019,2861.18,2884.4,2847.42,2881.77
8/5/2019,2898.07,2898.07,2822.12,2844.74
8/2/2019,2943.9,2945.5,2914.11,2932.05
8/1/2019,2980.32,3013.59,2945.23,2953.56
7/31/2019,3016.22,3017.4,2958.08,2980.38
7/30/2019,3007.66,3017.19,3000.94,3013.18
7/29/2019,3024.47,3025.61,3014.3,3020.97
7/26/2019,3013.25,3027.98,3012.59,3025.86
7/25/2019,3016.26,3016.31,2997.24,3003.67
7/24/2019,2998.77,3019.59,2996.82,3019.56
7/23/2019,2994.74,3005.9,2988.56,3005.47
7/22/2019,2981.93,2990.71,2976.65,2985.03
7/19/2019,3004.26,3006.02,2975.86,2976.61
7/18/2019,2978.87,2998.28,2973.09,2995.11
7/17/2019,3005.1,3005.26,2984.25,2984.42
7/16/2019,3012.13,3015.02,3001.15,3004.04
7/15/2019,3017.8,3017.8,3008.77,3014.3
7/12/2019,3003.36,3013.92,3001.87,3013.77
7/11/2019,2999.62,3002.33,2988.8,2999.91
7/10/2019,2989.3,3002.98,2984.62,2993.07
7/9/2019,2965.52,2981.9,2963.44,2979.63
7/8/2019,2979.77,2980.76,2970.09,2975.95
7/5/2019,2984.25,2994.03,2967.97,2990.41
7/3/2019,2978.08,2995.84,2977.96,2995.82
7/2/2019,2964.66,2973.21,2955.92,2973.01
7/1/2019,2971.41,2977.93,2952.22,2964.33
6/28/2019,2932.94,2943.98,2929.05,2941.76
6/27/2019,2919.66,2929.3,2918.57,2924.92
6/26/2019,2926.07,2932.59,2912.99,2913.78
6/25/2019,2945.78,2946.52,2916.01,2917.38
6/24/2019,2951.42,2954.92,2944.05,2945.35
6/21/2019,2952.71,2964.15,2946.87,2950.46
6/20/2019,2949.6,2958.06,2931.5,2954.18
6/19/2019,2920.55,2931.74,2911.43,2926.46
6/18/2019,2906.71,2930.79,2905.44,2917.75
6/17/2019,2889.75,2897.27,2887.3,2889.67
6/14/2019,2886.82,2894.45,2879.62,2886.98
6/13/2019,2886.24,2895.24,2881.99,2891.64
6/12/2019,2882.73,2888.57,2874.68,2879.84
6/11/2019,2903.27,2910.61,2878.53,2885.72
6/10/2019,2885.83,2904.77,2885.51,2886.73
6/7/2019,2852.87,2884.97,2852.87,2873.34
6/6/2019,2828.51,2852.1,2822.45,2843.49
6/5/2019,2818.09,2827.28,2800.92,2826.15
6/4/2019,2762.64,2804.49,2762.64,2803.27
6/3/2019,2751.53,2763.07,2728.81,2744.45
5/31/2019,2766.15,2768.98,2750.52,2752.06
5/30/2019,2786.94,2799,2776.74,2788.86
5/29/2019,2790.25,2792.03,2766.06,2783.02
5/28/2019,2830.03,2840.51,2801.58,2802.39
5/24/2019,2832.41,2841.36,2820.19,2826.06
5/23/2019,2836.7,2836.7,2805.49,2822.24
5/22/2019,2856.06,2865.47,2851.11,2856.27
5/21/2019,2854.02,2868.88,2854.02,2864.36
5/20/2019,2841.94,2853.86,2831.29,2840.23
5/17/2019,2858.6,2885.48,2854.23,2859.53
5/16/2019,2855.8,2892.15,2855.8,2876.32
5/15/2019,2820.38,2858.68,2815.08,2850.96
5/14/2019,2820.12,2852.54,2820.12,2834.41
5/13/2019,2840.19,2840.19,2801.43,2811.87
5/10/2019,2863.1,2891.31,2825.39,2881.4
5/9/2019,2859.84,2875.97,2836.4,2870.72
5/8/2019,2879.61,2897.96,2873.28,2879.42
5/7/2019,2913.03,2913.03,2862.6,2884.05
5/6/2019,2908.89,2937.32,2898.21,2932.47
5/3/2019,2929.21,2947.85,2929.21,2945.64
5/2/2019,2922.16,2931.68,2900.5,2917.52
5/1/2019,2952.33,2954.13,2923.36,2923.73
4/30/2019,2937.14,2948.22,2924.11,2945.83
4/29/2019,2940.58,2949.52,2939.35,2943.03
4/26/2019,2925.81,2939.88,2917.56,2939.88
4/25/2019,2928.99,2933.1,2912.84,2926.17
4/24/2019,2934,2936.83,2926.05,2927.25
4/23/2019,2909.99,2936.31,2908.53,2933.68
4/22/2019,2898.78,2909.51,2896.35,2907.97
4/18/2019,2904.81,2908.4,2891.9,2905.03
4/17/2019,2916.04,2918,2895.45,2900.45
4/16/2019,2912.26,2916.06,2900.71,2907.06
4/15/2019,2908.32,2909.6,2896.48,2905.58
4/12/2019,2900.86,2910.54,2898.37,2907.41
4/11/2019,2891.92,2893.42,2881.99,2888.32
4/10/2019,2881.37,2889.71,2879.13,2888.21
4/9/2019,2886.58,2886.88,2873.33,2878.2
4/8/2019,2888.46,2895.95,2880.78,2895.77
4/5/2019,2884.16,2893.24,2882.99,2892.74
4/4/2019,2873.99,2881.28,2867.14,2879.39
4/3/2019,2876.09,2885.25,2865.17,2873.4
4/2/2019,2868.24,2872.9,2858.75,2867.24
4/1/2019,2848.63,2869.4,2848.63,2867.19
3/29/2019,2828.27,2836.03,2819.23,2834.4
3/28/2019,2809.4,2819.71,2798.77,2815.44
3/27/2019,2819.72,2825.56,2787.72,2805.37
3/26/2019,2812.66,2829.87,2803.99,2818.46
3/25/2019,2796.01,2809.79,2785.02,2798.36
3/22/2019,2844.52,2846.16,2800.47,2800.71
3/21/2019,2819.72,2860.31,2817.38,2854.88
3/20/2019,2831.34,2843.54,2812.43,2824.23
3/19/2019,2840.76,2852.42,2823.27,2832.57
3/18/2019,2822.61,2835.41,2821.99,2832.94
3/15/2019,2810.79,2830.73,2810.79,2822.48
3/14/2019,2810.38,2815,2803.46,2808.48
3/13/2019,2799.78,2821.24,2799.78,2810.92
3/12/2019,2787.34,2798.32,2786.73,2791.52
3/11/2019,2747.61,2784,2747.61,2783.3
3/8/2019,2730.79,2744.13,2722.27,2743.07
3/7/2019,2766.53,2767.25,2739.09,2748.93
3/6/2019,2790.27,2790.27,2768.69,2771.45
3/5/2019,2794.41,2796.44,2782.97,2789.65
3/4/2019,2814.37,2816.88,2767.66,2792.81
3/1/2019,2798.22,2808.02,2787.38,2803.69
2/28/2019,2788.11,2793.73,2782.51,2784.49
2/27/2019,2787.5,2795.76,2775.13,2792.38
2/26/2019,2792.36,2803.12,2789.47,2793.9
2/25/2019,2804.35,2813.49,2794.99,2796.11
2/22/2019,2780.67,2794.2,2779.11,2792.67
2/21/2019,2780.24,2781.58,2764.55,2774.88
2/20/2019,2779.05,2789.88,2774.06,2784.7
2/19/2019,2769.28,2787.33,2767.29,2779.76
2/15/2019,2760.24,2775.66,2760.24,2775.6
2/14/2019,2743.5,2757.9,2731.23,2745.73
2/13/2019,2750.3,2761.85,2748.63,2753.03
2/12/2019,2722.61,2748.19,2722.61,2744.73
2/11/2019,2712.4,2718.05,2703.79,2709.8
2/8/2019,2692.36,2708.07,2681.83,2707.88
2/7/2019,2717.53,2719.32,2687.26,2706.05
2/6/2019,2735.05,2738.08,2724.15,2731.61
2/5/2019,2728.34,2738.98,2724.03,2737.7
2/4/2019,2706.49,2724.99,2698.75,2724.87
2/1/2019,2702.32,2716.66,2696.88,2706.53
1/31/2019,2685.49,2708.95,2678.65,2704.1
1/30/2019,2653.62,2690.44,2648.34,2681.05
1/29/2019,2644.89,2650.93,2631.05,2640
1/28/2019,2644.97,2644.97,2624.06,2643.85
1/25/2019,2657.44,2672.38,2657.33,2664.76
1/24/2019,2638.84,2647.2,2627.01,2642.33
1/23/2019,2643.48,2653.19,2612.86,2638.7
1/22/2019,2657.88,2657.88,2617.27,2632.9
1/18/2019,2651.27,2675.47,2647.58,2670.71
1/17/2019,2609.28,2645.06,2606.36,2635.96
1/16/2019,2614.75,2625.76,2612.68,2616.1
1/15/2019,2585.1,2613.08,2585.1,2610.3
1/14/2019,2580.31,2589.32,2570.41,2582.61
1/11/2019,2588.11,2596.27,2577.4,2596.26
1/10/2019,2573.51,2597.82,2562.02,2596.64
1/9/2019,2580,2595.32,2568.89,2584.96
1/8/2019,2568.11,2579.82,2547.56,2574.41
1/7/2019,2535.61,2566.16,2524.56,2549.69
1/4/2019,2474.33,2538.07,2474.33,2531.94
1/3/2019,2491.92,2493.14,2443.96,2447.89
1/2/2019,2476.96,2519.49,2467.47,2510.03
12/31/2018,2498.94,2509.24,2482.82,2506.85
12/28/2018,2498.77,2520.27,2472.89,2485.74
12/27/2018,2442.5,2489.1,2397.94,2488.83
12/26/2018,2363.12,2467.76,2346.58,2467.7
12/24/2018,2400.56,2410.34,2351.1,2351.1
12/21/2018,2465.38,2504.41,2408.55,2416.62
12/20/2018,2496.77,2509.63,2441.18,2467.42
12/19/2018,2547.05,2585.29,2488.96,2506.96
12/18/2018,2559.9,2573.99,2528.71,2546.16
12/17/2018,2590.75,2601.13,2530.54,2545.94
12/14/2018,2629.68,2635.07,2593.84,2599.95
12/13/2018,2658.7,2670.19,2637.27,2650.54
12/12/2018,2658.23,2685.44,2650.26,2651.07
12/11/2018,2664.44,2674.35,2621.3,2636.78
12/10/2018,2630.86,2647.51,2583.23,2637.72
12/7/2018,2691.26,2708.54,2623.14,2633.08
12/6/2018,2663.51,2696.15,2621.53,2695.95
12/4/2018,2782.43,2785.93,2697.18,2700.06
12/3/2018,2790.5,2800.18,2773.38,2790.37
11/30/2018,2737.76,2760.88,2732.76,2760.17
11/29/2018,2736.97,2753.75,2722.94,2737.76
11/28/2018,2691.45,2744,2684.38,2743.79
11/27/2018,2663.75,2682.53,2655.89,2682.17
11/26/2018,2649.97,2674.35,2649.97,2673.45
11/23/2018,2633.36,2647.55,2631.09,2632.56
11/21/2018,2657.74,2670.73,2649.82,2649.93
11/20/2018,2654.6,2669.44,2631.52,2641.89
11/19/2018,2730.74,2733.16,2681.09,2690.73
11/16/2018,2718.54,2746.75,2712.16,2736.27
11/15/2018,2693.52,2735.38,2670.75,2730.2
11/14/2018,2737.9,2746.8,2685.75,2701.58
11/13/2018,2730.05,2754.6,2714.98,2722.18
11/12/2018,2773.93,2775.99,2722,2726.22
11/9/2018,2794.1,2794.1,2764.24,2781.01
11/8/2018,2806.38,2814.75,2794.99,2806.83
11/7/2018,2774.13,2815.15,2774.13,2813.89
11/6/2018,2738.4,2756.82,2737.08,2755.45
11/5/2018,2726.37,2744.27,2717.94,2738.31
11/2/2018,2745.45,2756.55,2700.44,2723.06
11/1/2018,2717.58,2741.67,2708.85,2740.37
10/31/2018,2705.6,2736.69,2705.6,2711.74
10/30/2018,2640.68,2685.43,2635.34,2682.63
10/29/2018,2682.65,2706.85,2603.54,2641.25
10/26/2018,2667.86,2692.38,2628.16,2658.69
10/25/2018,2674.88,2722.7,2667.84,2705.57
10/24/2018,2737.87,2742.59,2651.89,2656.1
10/23/2018,2721.03,2753.59,2691.43,2740.69
10/22/2018,2773.94,2778.94,2749.22,2755.88
10/19/2018,2775.66,2797.77,2760.27,2767.78
10/18/2018,2802,2806.04,2755.18,2768.78
10/17/2018,2811.67,2816.94,2781.81,2809.21
10/16/2018,2767.05,2813.46,2766.91,2809.92
10/15/2018,2763.83,2775.99,2749.03,2750.79
10/12/2018,2770.54,2775.77,2729.44,2767.13
10/11/2018,2776.87,2795.14,2710.51,2728.37
10/10/2018,2873.9,2874.02,2784.86,2785.68
10/9/2018,2882.51,2894.83,2874.27,2880.34
10/8/2018,2877.53,2889.45,2862.08,2884.43
10/5/2018,2902.54,2909.64,2869.29,2885.57
10/4/2018,2919.35,2919.78,2883.92,2901.61
10/3/2018,2931.69,2939.86,2921.36,2925.51
10/2/2018,2923.8,2931.42,2919.37,2923.43
10/1/2018,2926.29,2937.06,2917.91,2924.59
9/28/2018,2910.03,2920.53,2907.5,2913.98
9/27/2018,2911.65,2927.22,2909.27,2914
9/26/2018,2916.98,2931.15,2903.28,2905.97
9/25/2018,2921.75,2923.95,2913.7,2915.56
9/24/2018,2921.83,2923.79,2912.63,2919.37
9/21/2018,2936.76,2940.91,2927.11,2929.67
9/20/2018,2919.73,2934.8,2919.73,2930.75
9/19/2018,2906.6,2912.36,2903.82,2907.95
9/18/2018,2890.74,2911.17,2890.43,2904.31
9/17/2018,2903.83,2904.65,2886.16,2888.8
9/14/2018,2906.38,2908.3,2895.77,2904.98
9/13/2018,2896.85,2906.76,2896.39,2904.18
9/12/2018,2888.29,2894.65,2879.2,2888.92
9/11/2018,2871.57,2892.52,2866.78,2887.89
9/10/2018,2881.39,2886.93,2875.94,2877.13
9/7/2018,2868.26,2883.81,2864.12,2871.68
9/6/2018,2888.64,2892.05,2867.29,2878.05
9/5/2018,2891.59,2894.21,2876.92,2888.6
9/4/2018,2896.96,2900.18,2885.13,2896.72
8/31/2018,2898.37,2906.32,2891.73,2901.52
8/30/2018,2908.94,2912.46,2895.22,2901.13
8/29/2018,2900.62,2916.5,2898.4,2914.04
8/28/2018,2901.45,2903.77,2893.5,2897.52
8/27/2018,2884.69,2898.25,2884.69,2896.74
8/24/2018,2862.35,2876.16,2862.35,2874.69
8/23/2018,2860.29,2868.78,2854.03,2856.98
8/22/2018,2860.99,2867.54,2856.05,2861.82
8/21/2018,2861.51,2873.23,2861.32,2862.96
8/20/2018,2853.93,2859.76,2850.62,2857.05
8/17/2018,2838.32,2855.63,2833.73,2850.13
8/16/2018,2831.44,2850.49,2831.44,2840.69
8/15/2018,2827.95,2827.95,2802.49,2818.37
8/14/2018,2827.88,2843.11,2826.58,2839.96
8/13/2018,2835.46,2843.4,2819.88,2821.93
8/10/2018,2839.64,2842.2,2825.81,2833.28
8/9/2018,2857.19,2862.48,2851.98,2853.58
8/8/2018,2856.79,2862.44,2853.09,2857.7
8/7/2018,2855.92,2863.43,2855.92,2858.45
8/6/2018,2840.29,2853.29,2835.98,2850.4
8/3/2018,2829.62,2840.38,2827.37,2840.35
8/2/2018,2800.48,2829.91,2796.34,2827.22
8/1/2018,2821.17,2825.83,2805.85,2813.36
7/31/2018,2809.73,2824.46,2808.06,2816.29
7/30/2018,2819,2821.74,2798.11,2802.6
7/27/2018,2842.35,2843.17,2808.34,2818.82
7/26/2018,2835.49,2845.57,2835.26,2837.44
7/25/2018,2817.73,2848.03,2817.73,2846.07
7/24/2018,2820.68,2829.99,2811.12,2820.4
7/23/2018,2799.17,2808.61,2795.14,2806.98
7/20/2018,2804.55,2809.7,2800.01,2801.83
7/19/2018,2809.37,2812.05,2799.77,2804.49
7/18/2018,2811.35,2816.76,2805.89,2815.62
7/17/2018,2789.34,2814.19,2789.24,2809.55
7/16/2018,2801.43,2803.71,2793.39,2798.43
7/13/2018,2796.93,2804.53,2791.69,2801.31
7/12/2018,2783.14,2799.22,2781.53,2798.29
7/11/2018,2779.82,2785.91,2770.77,2774.02
7/10/2018,2788.56,2795.58,2786.24,2793.84
7/9/2018,2768.51,2784.65,2768.51,2784.17
7/6/2018,2737.68,2764.41,2733.52,2759.82
7/5/2018,2724.19,2737.83,2716.02,2736.61
7/3/2018,2733.27,2736.58,2711.16,2713.22
7/2/2018,2704.95,2727.26,2698.95,2726.71
6/29/2018,2727.13,2743.26,2718.03,2718.37
6/28/2018,2698.69,2724.34,2691.99,2716.31
6/27/2018,2728.45,2746.09,2699.38,2699.63
6/26/2018,2722.12,2732.91,2715.6,2723.06
6/25/2018,2742.94,2742.94,2698.67,2717.07
6/22/2018,2760.79,2764.17,2752.68,2754.88
6/21/2018,2769.28,2769.28,2744.39,2749.76
6/20/2018,2769.73,2774.86,2763.91,2767.32
6/19/2018,2752.01,2765.05,2743.19,2762.59
6/18/2018,2765.79,2774.99,2757.12,2773.75
6/15/2018,2777.78,2782.81,2761.73,2779.66
6/14/2018,2783.21,2789.06,2776.52,2782.49
6/13/2018,2787.94,2791.47,2774.65,2775.63
6/12/2018,2785.6,2789.8,2778.78,2786.85
6/11/2018,2780.18,2790.21,2780.17,2782
6/8/2018,2765.84,2779.39,2763.59,2779.03
6/7/2018,2774.84,2779.9,2760.16,2770.37
6/6/2018,2753.25,2772.39,2748.46,2772.35
6/5/2018,2748.46,2752.61,2739.51,2748.8
6/4/2018,2741.67,2749.16,2740.54,2746.87
6/1/2018,2718.7,2736.93,2718.7,2734.62
5/31/2018,2720.98,2722.5,2700.68,2705.27
5/30/2018,2702.43,2729.34,2702.43,2724.01
5/29/2018,2705.11,2710.67,2676.81,2689.86
5/25/2018,2723.6,2727.36,2714.99,2721.33
5/24/2018,2730.94,2731.97,2707.38,2727.76
5/23/2018,2713.98,2733.33,2709.54,2733.29
5/22/2018,2738.34,2742.24,2721.88,2724.44
5/21/2018,2725.95,2739.19,2725.7,2733.01
5/18/2018,2717.35,2719.5,2709.18,2712.97
5/17/2018,2719.71,2731.96,2711.36,2720.13
5/16/2018,2712.62,2727.76,2712.17,2722.46
5/15/2018,2718.59,2718.59,2701.91,2711.45
